wrist roller,https://www.bodybuilding.com/exercises/wrist-roller,https://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/m/142_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/m/142_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,forearms,https://www.bodybuilding.com/exercises/equipment/other,other
incline dumbbell reverse fly,https://www.bodybuilding.com/exercises/reverse-flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-13n-incline-dumbbell-reverse-fly-m1-crop-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,dumbbell
stair climber,https://www.bodybuilding.com/exercises/step-mill,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,machine
elbow-to-knee crunch,https://www.bodybuilding.com/exercises/elbow-to-knee,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,body only
kettlebell pistol squat,https://www.bodybuilding.com/exercises/kettlebell-pistol-squat,https://www.bodybuilding.com/exercises/exerciseImages/sequences/521/Male/m/521_2.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,quadriceps,https://www.bodybuilding.com/exercises/equipment/kettlebells,kettlebells
overhead dumbbell front raise,https://www.bodybuilding.com/exercises/standing-dumbbell-straight-arm-front-delt-raise-above-head,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17d-overhead-dumbbell-front-raise-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,dumbbell
biceps curl to shoulder press,https://www.bodybuilding.com/exercises/biceps-curl-to-shoulder-press,,,https://www.bodybuilding.com/exercises/muscle/biceps,biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,dumbbell
weighted bench dip,https://www.bodybuilding.com/exercises/weighted-bench-dip,,,https://www.bodybuilding.com/exercises/muscle/triceps,triceps,https://www.bodybuilding.com/exercises/equipment/body-only,body only
barbell hip thrust,https://www.bodybuilding.com/exercises/barbell-hip-thrust,,,https://www.bodybuilding.com/exercises/muscle/glutes,glutes,https://www.bodybuilding.com/exercises/equipment/barbell,barbell
forward lunge,https://www.bodybuilding.com/exercises/bodyweight-lunge,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,body only
barbell bench press - medium grip,https://www.bodybuilding.com/exercises/barbell-bench-press-medium-grip,,,https://www.bodybuilding.com/exercises/muscle/chest,chest,https://www.bodybuilding.com/exercises/equipment/barbell,barbell
chest dip,https://www.bodybuilding.com/exercises/dips-chest-version,,,https://www.bodybuilding.com/exercises/muscle/chest,chest,https://www.bodybuilding.com/exercises/equipment/other,other
seated dumbbell shoulder press,https://www.bodybuilding.com/exercises/dumbbell-shoulder-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,dumbbell
barbell curl,https://www.bodybuilding.com/exercises/barbell-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,biceps,https://www.bodybuilding.com/exercises/equipment/barbell,barbell
ez-bar skullcrusher,https://www.bodybuilding.com/exercises/ez-bar-skullcrusher,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-94s-ez-bar-skullcrusher-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-94s-ez-bar-skullcrusher-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,triceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,e-z curl bar
one-arm dumbbell row,https://www.bodybuilding.com/exercises/one-arm-dumbbell-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,middle back,https://www.bodybuilding.com/exercises/equipment/dumbbell,dumbbell
alternating standing shoulder press,https://www.bodybuilding.com/exercises/standing-alternating-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-93d-alternating-standing-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-93d-alternating-standing-shoulder-press-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,dumbbell
